age,CHI_Month_0,CHI_0_1,Support_Cases_0,Support_Cases_0_1,SP_0,SP_0_1,Logins,Blog,Views,LastLogin,churn,,
 22.0 , 142.0 , (13.0), -   , -   , -   , -   , 31.0 , -   , (24.0), (2.0), -   ,,
 29.0 , 29.0 , (69.0), -   , -   , -   , -   , -   , -   , 19.0 , 31.0 , -   ,,
 28.0 , 13.0 , (4.0), -   , -   , -   , -   , -   , -   , (2.0), 30.0 , 1.0 ,,
 28.0 , 31.0 , (54.0), -   , -   , -   , -   , (8.0), -   , (18.0), (1.0), -   ,,
 29.0 , 74.0 , (10.0), -   , -   , -   , -   , (1.0), -   , 5.0 , (113.0), -   ,,
 29.0 , 4.0 , (25.0), -   , -   , -   , -   , -   , -   , 76.0 , 31.0 , -   ,,
 28.0 , 88.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 170.0 , (1.0), (62.0), -   , -   ,,
 28.0 , 5.0 , (25.0), -   , -   , -   , -   , (1.0), -   , -   , 14.0 , 1.0 ,,
 28.0 , 145.0 , 27.0 , 1.0 , -   , 3.0 , -   , 48.0 , 2.0 ," (1,671.0)", -   , -   ,,
 21.0 , 5.0 , 5.0 , -   , -   , -   , -   , 2.0 , -   , (1.0), 30.0 , 1.0 ,,
 14.0 , 125.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 15.0 , -   , (380.0), 19.0 , -   ,,
 29.0 , 101.0 , (27.0), -   , -   , -   , -   , 4.0 , (1.0), (24.0), 4.0 , -   ,,
 29.0 , 74.0 , (46.0), -   , -   , -   , -   , (3.0), (1.0), 443.0 , (6.0), -   ,,
 28.0 , 160.0 , 8.0 , -   , -   , -   , -   , 69.0 , (1.0), 163.0 , -   , -   ,,
 28.0 , 55.0 , 8.0 , -   , -   , -   , -   , 4.0 , -   , -   , 3.0 , -   ,,
 29.0 , 182.0 , 3.0 , -   , -   , -   , -   , 69.0 , (1.0), (316.0), 1.0 , -   ,,
 29.0 , 39.0 , -   , -   , -   , -   , -   , 1.0 , -   , -   , 11.0 , -   ,,
 29.0 , 67.0 , 1.0 , -   , -   , -   , -   , 11.0 , -   , (25.0), 19.0 , -   ,,
 28.0 , 65.0 , (1.0), -   , -   , -   , -   , -   , -   , (4.0), 31.0 , -   ,,
 27.0 , 28.0 , 5.0 , -   , -   , -   , -   , (3.0), -   , 270.0 , 4.0 , -   ,,
 28.0 , 186.0 , 11.0 , 1.0 , -   , 3.0 , -   , 168.0 , (1.0), 8.0 , -   , -   ,,
 26.0 , 31.0 , (26.0), -   , -   , -   , -   , (2.0), -   , 13.0 , (84.0), -   ,,
 29.0 , 29.0 , (1.0), -   , -   , -   , -   , 18.0 , -   , (1.0), 3.0 , -   ,,
 28.0 , 37.0 , (33.0), -   , -   , -   , -   , 5.0 , -   , 40.0 , 2.0 , -   ,,
 28.0 , 75.0 , -   , -   , -   , -   , -   , (1.0), -   , -   , 10.0 , -   ,,
 28.0 , 126.0 , 6.0 , -   , -   , -   , -   , 26.0 , (4.0), 263.0 , 7.0 , -   ,,
 29.0 , 124.0 , 7.0 , -   , -   , -   , -   , 13.0 , -   , (22.0), 24.0 , -   ,,
 16.0 , 225.0 , 52.0 , 1.0 , 1.0 , 3.0 , 3.0 , 62.0 , (2.0), (354.0), (2.0), -   ,,
 23.0 , 120.0 , (27.0), -   , -   , -   , -   , 7.0 , (1.0), 158.0 , 6.0 , -   ,,
 29.0 , 63.0 , 7.0 , -   , -   , -   , -   , 12.0 , -   , -   , 31.0 , -   ,,
 7.0 , 66.0 , (3.0), -   , -   , -   , -   , (5.0), (3.0), (14.0), 5.0 , -   ,,
 28.0 , 115.0 , (37.0), -   , -   , -   , -   , 21.0 , (2.0), -   , -   , -   ,,
 28.0 , 69.0 , (29.0), -   , -   , -   , -   , (4.0), -   , (149.0), (29.0), -   ,,
 28.0 , 3.0 , 3.0 , -   , -   , -   , -   , -   , -   , 8.0 , 31.0 , -   ,,
 25.0 , 215.0 , 8.0 , 1.0 , (1.0), 3.0 , -   , 42.0 , -   , 103.0 , (1.0), -   ,,
 20.0 , 50.0 , -   , 1.0 , (1.0), 3.0 , -   , 16.0 , -   , 1.0 , 20.0 , -   ,,
 20.0 , 230.0 , (19.0), 2.0 , (1.0), 3.0 , -   , (28.0), (2.0), (482.0), (1.0), -   ,,
 20.0 , 107.0 , 10.0 , -   , (3.0), -   , (3.0), -   , -   , 191.0 , (5.0), -   ,,
 20.0 , 129.0 , 26.0 , -   , -   , -   , -   , (4.0), 1.0 , 121.0 , 1.0 , -   ,,
 19.0 , 224.0 , 14.0 , 2.0 , 1.0 , 3.0 , -   , 63.0 , 2.0 , 467.0 , -   , -   ,,
 21.0 , 84.0 , 21.0 , -   , -   , -   , -   , 2.0 , 2.0 , 5.0 , 8.0 , -   ,,
 19.0 , 66.0 , 9.0 , -   , -   , -   , -   , 22.0 , -   , 12.0 , -   , -   ,,
 14.0 , 72.0 , -   , -   , -   , -   , -   , 24.0 , -   , 23.0 , -   , 1.0 ,,
 20.0 , 44.0 , (37.0), 1.0 , -   , 3.0 , -   , (31.0), -   , 8.0 , 1.0 , -   ,,
 20.0 , 89.0 , 57.0 , -   , -   , -   , -   , 4.0 , 2.0 , 646.0 , 31.0 , -   ,,
 20.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 20.0 , 147.0 , 30.0 , -   , -   , -   , -   , 88.0 , 3.0 , (24.0), (3.0), -   ,,
 21.0 , 60.0 , 1.0 , -   , -   , -   , -   , -   , -   , 61.0 , 10.0 , -   ,,
 21.0 , 149.0 , (18.0), -   , -   , -   , -   , 2.0 , (2.0), (244.0), 1.0 , -   ,,
 21.0 , 87.0 , 5.0 , -   , -   , -   , -   , (7.0), -   ," 1,100.0 ", (1.0), -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 17.0 , 94.0 , (5.0), -   , -   , -   , -   , (5.0), -   , (403.0), (4.0), -   ,,
 19.0 , 152.0 , (3.0), 1.0 , 1.0 , 3.0 , 3.0 , (18.0), (1.0), (40.0), (1.0), -   ,,
 21.0 , 221.0 , 66.0 , -   , -   , -   , -   , 148.0 , 6.0 ," (1,215.0)", (1.0), -   ,,
 21.0 , 179.0 , (1.0), 1.0 , -   , 3.0 , -   , 35.0 , (2.0), (270.0), (1.0), -   ,,
 20.0 , 136.0 , (2.0), 3.0 , 2.0 , 3.0 , -   , 39.0 , 2.0 , (45.0), -   , -   ,,
 20.0 , 163.0 , (20.0), -   , (1.0), -   , (3.0), 17.0 , (6.0), 259.0 , -   , -   ,,
 21.0 , 170.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 15.0 , (3.0), (46.0), -   , -   ,,
 21.0 , 118.0 , -   , -   , -   , -   , -   , 2.0 , -   , (320.0), -   , -   ,,
 20.0 , 120.0 , -   , -   , -   , -   , -   , 4.0 , -   , (250.0), (25.0), -   ,,
 21.0 , 76.0 , (48.0), -   , -   , -   , -   , (3.0), (1.0), 31.0 , (9.0), -   ,,
 19.0 , 68.0 , (21.0), 1.0 , (4.0), 3.0 , 0.3 , (9.0), -   , 15.0 , 1.0 , -   ,,
 21.0 , 211.0 , (6.0), 3.0 , 1.0 , 2.3 , (0.2), 56.0 , 5.0 , 178.0 , 3.0 , -   ,,
 20.0 , 131.0 , 15.0 , -   , -   , -   , -   , 148.0 , 1.0 , 14.0 , (9.0), -   ,,
 21.0 , 68.0 , 68.0 , -   , -   , -   , -   , 12.0 , 1.0 , -   , 31.0 , -   ,,
 7.0 , 1.0 , (1.0), -   , -   , -   , -   , -   , -   , -   , 5.0 , -   ,,
 21.0 , 138.0 , 11.0 , -   , -   , -   , -   , 80.0 , -   , 690.0 , (12.0), -   ,,
 21.0 , 205.0 , (28.0), 1.0 , (1.0), 3.0 , -   , 44.0 , -   , (484.0), -   , -   ,,
 21.0 , 91.0 , 2.0 , -   , -   , -   , -   , 1.0 , 3.0 , (7.0), 14.0 , -   ,,
 19.0 , 28.0 , (1.0), -   , -   , -   , -   , -   , -   , (11.0), 31.0 , -   ,,
 21.0 , 148.0 , 12.0 , 1.0 , (2.0), -   , (3.0), 19.0 , 3.0 ," (1,145.0)", 6.0 , -   ,,
 20.0 , 120.0 , (15.0), -   , (1.0), -   , -   , (24.0), -   , 16.0 , (2.0), -   ,,
 21.0 , 82.0 , 46.0 , 1.0 , 1.0 , 3.0 , 3.0 , 12.0 , -   , 23.0 , 31.0 , -   ,,
 21.0 , -   , -   , -   , -   , -   , -   , -   , -   , 45.0 , 31.0 , -   ,,
 21.0 , 145.0 , 29.0 , -   , -   , -   , -   , 20.0 , 12.0 , 15.0 , 2.0 , -   ,,
 21.0 , 158.0 , 30.0 , -   , -   , -   , -   , (3.0), -   , 225.0 , (3.0), -   ,,
 15.0 , 75.0 , (2.0), -   , -   , -   , -   , 3.0 , -   , (98.0), 3.0 , -   ,,
 21.0 , 34.0 , (27.0), -   , -   , -   , -   , -   , -   , 174.0 , -   , -   ,,
 19.0 , 155.0 , 8.0 , -   , (2.0), -   , (3.0), 59.0 , 10.0 , -   , -   , -   ,,
 21.0 , 90.0 , 16.0 , -   , -   , -   , -   , 5.0 , 2.0 , -   , 5.0 , -   ,,
 21.0 , 7.0 , (3.0), -   , -   , -   , -   , -   , -   , 1.0 , (33.0), -   ,,
 19.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 18.0 , 20.0 , (26.0), -   , -   , -   , -   , (3.0), -   , 1.0 , 24.0 , -   ,,
 20.0 , 145.0 , -   , -   , (1.0), -   , (3.0), (8.0), -   , (84.0), -   , -   ,,
 21.0 , 150.0 , 10.0 , -   , -   , -   , -   , 21.0 , 1.0 , (129.0), -   , -   ,,
 21.0 , 48.0 , (1.0), -   , -   , -   , -   , -   , -   , 72.0 , 31.0 , -   ,,
 21.0 , 193.0 , 7.0 , -   , -   , -   , -   , 39.0 , -   , 198.0 , (1.0), -   ,,
 20.0 , 118.0 , 108.0 , 6.0 , 5.0 , 2.7 , 2.7 , 113.0 , -   , -   , (3.0), -   ,,
 21.0 , 126.0 , 10.0 , -   , -   , -   , -   , 25.0 , -   , 187.0 , 2.0 , -   ,,
 20.0 , 40.0 , -   , -   , -   , -   , -   , (27.0), -   , -   , 5.0 , -   ,,
 20.0 , 165.0 , (15.0), 4.0 , (8.0), 3.0 , -   , 65.0 , -   , 4.0 , (2.0), -   ,,
 21.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 19.0 , 116.0 , 25.0 , -   , -   , -   , -   , 8.0 , -   , (54.0), (27.0), -   ,,
 21.0 , 213.0 , (1.0), -   , (1.0), -   , (3.0), (115.0), -   ," 4,437.0 ", -   , -   ,,
 20.0 , 95.0 , -   , -   , -   , -   , -   , (1.0), -   , (75.0), 4.0 , -   ,,
 20.0 , 95.0 , -   , -   , -   , -   , -   , 3.0 , -   , (3.0), (35.0), -   ,,
 20.0 , 42.0 , (2.0), -   , -   , -   , -   , 13.0 , -   , -   , 2.0 , -   ,,
 21.0 , 45.0 , (11.0), -   , -   , -   , -   , (5.0), -   , 2.0 , 5.0 , -   ,,
 19.0 , 88.0 , 36.0 , -   , -   , -   , -   , 33.0 , 2.0 , 25.0 , (23.0), -   ,,
 21.0 , 66.0 , (11.0), -   , -   , -   , -   , (10.0), -   , (332.0), (12.0), -   ,,
 20.0 , 161.0 , (3.0), -   , -   , -   , -   , 11.0 , (2.0), 28.0 , (1.0), -   ,,
 21.0 , 98.0 , (1.0), -   , (1.0), -   , (3.0), 7.0 , -   , 171.0 , (28.0), -   ,,
 20.0 , 158.0 , (14.0), -   , (1.0), -   , (3.0), 29.0 , (2.0), (147.0), -   , -   ,,
 20.0 , 253.0 , 8.0 , 3.0 , 1.0 , 2.7 , (0.3), 23.0 , 1.0 , 914.0 , -   , -   ,,
 14.0 , 60.0 , (25.0), -   , -   , -   , -   , -   , -   , (67.0), 31.0 , 1.0 ,,
 12.0 , 62.0 , 62.0 , -   , -   , -   , -   , 73.0 , 4.0 , (23.0), (2.0), -   ,,
 21.0 , 81.0 , (1.0), 1.0 , 1.0 , 3.0 , 3.0 , 4.0 , -   , (200.0), (29.0), -   ,,
 21.0 , 86.0 , (4.0), -   , -   , -   , -   , (4.0), (5.0), -   , (17.0), -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 21.0 , 172.0 , 2.0 , -   , -   , -   , -   , (26.0), 2.0 , 601.0 , -   , -   ,,
 19.0 , 162.0 , (12.0), -   , -   , -   , -   , 3.0 , (1.0), (181.0), -   , -   ,,
 20.0 , 235.0 , -   , -   , (4.0), -   , (3.0), (7.0), -   ," 2,656.0 ", -   , -   ,,
 21.0 , 99.0 , (2.0), -   , -   , -   , -   , 5.0 , -   , 214.0 , 9.0 , -   ,,
 19.0 , 116.0 , (12.0), 1.0 , (4.0), 3.0 , -   , 7.0 , -   , 53.0 , 3.0 , -   ,,
 21.0 , 37.0 , -   , -   , -   , -   , -   , -   , -   , 20.0 , 31.0 , 1.0 ,,
 20.0 , 163.0 , 10.0 , 1.0 , 1.0 , 3.0 , 3.0 , 69.0 , -   , (5.0), -   , -   ,,
 20.0 , 141.0 , -   , 1.0 , (2.0), 3.0 , -   , (28.0), -   , 407.0 , (1.0), -   ,,
 14.0 , 100.0 , 1.0 , -   , -   , -   , -   , 7.0 , 1.0 , -   , 3.0 , 1.0 ,,
 17.0 , 26.0 , (31.0), -   , (2.0), -   , (2.5), 2.0 , -   ," (1,801.0)", 3.0 , -   ,,
 17.0 , 178.0 , (18.0), -   , -   , -   , -   , 12.0 , (2.0), (291.0), (2.0), -   ,,
 20.0 , 137.0 , 21.0 , -   , -   , -   , -   , 24.0 , 5.0 , (660.0), 2.0 , -   ,,
 19.0 , 86.0 , 40.0 , -   , (1.0), -   , -   , 64.0 , -   , (2.0), -   , -   ,,
 21.0 , 103.0 , 3.0 , 1.0 , 1.0 , 2.0 , 2.0 , 87.0 , -   , -   , -   , -   ,,
 20.0 , 55.0 , -   , -   , -   , -   , -   , 17.0 , -   , 2.0 , 11.0 , -   ,,
 20.0 , 56.0 , (50.0), -   , -   , -   , -   , 5.0 , (1.0), (93.0), 4.0 , -   ,,
 20.0 , 120.0 , -   , -   , -   , -   , -   , (4.0), -   , -   , 4.0 , -   ,,
 17.0 , 239.0 , 11.0 , -   , -   , -   , -   , 42.0 , (5.0), 402.0 , -   , -   ,,
 13.0 , 81.0 , 7.0 , -   , -   , -   , -   , 3.0 , -   , (732.0), (32.0), -   ,,
 20.0 , 154.0 , 17.0 , 5.0 , (2.0), 2.8 , (0.3), 64.0 , 3.0 , 501.0 , -   , -   ,,
 19.0 , 129.0 , 40.0 , -   , -   , -   , -   , 11.0 , -   , 97.0 , (1.0), -   ,,
 19.0 , 80.0 , (13.0), 1.0 , 1.0 , 3.0 , 3.0 , 18.0 , -   , (13.0), (1.0), -   ,,
 20.0 , 137.0 , (5.0), -   , (3.0), -   , (3.0), (15.0), -   , 707.0 , -   , -   ,,
 36.0 , 31.0 , (1.0), -   , -   , -   , -   , 1.0 , -   , 105.0 , (10.0), -   ,,
 35.0 , 84.0 , (1.0), -   , -   , -   , -   , (26.0), -   ," 2,741.0 ", -   , -   ,,
 36.0 , 160.0 , 10.0 , -   , -   , -   , -   , 38.0 , -   , 107.0 , -   , -   ,,
 35.0 , 216.0 , 18.0 , 1.0 , -   , 3.0 , -   , 81.0 , (1.0), 207.0 , -   , -   ,,
 35.0 , 80.0 , -   , -   , -   , -   , -   , (1.0), -   , -   , (36.0), -   ,,
 36.0 , 80.0 , 22.0 , -   , -   , -   , -   , 8.0 , -   , 21.0 , (20.0), 1.0 ,,
 35.0 , 41.0 , 40.0 , 1.0 , 1.0 , 3.0 , 3.0 , 2.0 , -   , 7.0 , 31.0 , -   ,,
 34.0 , 83.0 , (26.0), -   , -   , -   , -   , (7.0), (1.0), 22.0 , (10.0), -   ,,
 36.0 , 60.0 , 10.0 , -   , -   , -   , -   , 17.0 , -   , -   , 7.0 , -   ,,
 34.0 , 159.0 , 35.0 , -   , -   , -   , -   , (4.0), 1.0 , 5.0 , 3.0 , -   ,,
 35.0 , 160.0 , (5.0), 5.0 , -   , 3.0 , -   , 25.0 , 1.0 , 7.0 , (1.0), -   ,,
 35.0 , 74.0 , 34.0 , -   , -   , -   , -   , 8.0 , -   , (7.0), 31.0 , -   ,,
 35.0 , 80.0 , 66.0 , -   , -   , -   , -   , 10.0 , -   , (17.0), 31.0 , -   ,,
 34.0 , 90.0 , (3.0), 2.0 , 1.0 , 3.0 , -   , 73.0 , -   , (147.0), -   , -   ,,
 35.0 , 208.0 , (4.0), -   , -   , -   , -   , 32.0 , 1.0 , (10.0), -   , -   ,,
 35.0 , 122.0 , (2.0), -   , -   , -   , -   , (34.0), -   , 70.0 , -   , -   ,,
 36.0 , 135.0 , (16.0), -   , (3.0), -   , (3.0), 95.0 , (1.0), 386.0 , (1.0), -   ,,
 36.0 , 31.0 , -   , -   , -   , -   , -   , 31.0 , -   , -   , 7.0 , -   ,,
 35.0 , 125.0 , 13.0 , -   , -   , -   , -   , 1.0 , -   ," (1,345.0)", (5.0), -   ,,
 36.0 , 180.0 , (15.0), -   , -   , -   , -   , 94.0 , -   ," 1,911.0 ", (1.0), -   ,,
 35.0 , 213.0 , (1.0), -   , (1.0), -   , (3.0), 37.0 , (1.0), (655.0), (1.0), -   ,,
 31.0 , 120.0 , -   , -   , -   , -   , -   , (15.0), -   , 13.0 , (2.0), -   ,,
 35.0 , 112.0 , 24.0 , -   , -   , -   , -   , 4.0 , -   , (24.0), 31.0 , -   ,,
 35.0 , 178.0 , 36.0 , -   , -   , -   , -   , 8.0 , 2.0 , (658.0), 3.0 , -   ,,
 34.0 , 32.0 , (1.0), -   , -   , -   , -   , -   , -   , (13.0), 31.0 , -   ,,
 34.0 , 171.0 , 36.0 , 2.0 , 2.0 , 3.0 , 3.0 , 52.0 , 1.0 , 63.0 , (1.0), -   ,,
 35.0 , 150.0 , -   , -   , -   , -   , -   , (2.0), -   , (40.0), 14.0 , -   ,,
 35.0 , 150.0 , (18.0), -   , -   , -   , -   , (25.0), (12.0), 22.0 , (1.0), -   ,,
 35.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 33.0 , 143.0 , (10.0), -   , (1.0), -   , (3.0), 12.0 , -   , -   , 6.0 , -   ,,
 35.0 , 201.0 , 18.0 , -   , -   , -   , -   , 16.0 , (2.0), 424.0 , 6.0 , -   ,,
 32.0 , 183.0 , 8.0 , -   , (1.0), -   , (3.0), 111.0 , 1.0 , 23.0 , -   , -   ,,
 33.0 , 70.0 , 69.0 , 1.0 , 1.0 , 3.0 , 3.0 , 14.0 , 1.0 , -   , 31.0 , -   ,,
 35.0 , -   , (15.0), -   , -   , -   , -   , -   , -   , 13.0 , 31.0 , -   ,,
 35.0 , 80.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 6.0 , -   , (281.0), (28.0), -   ,,
 35.0 , 61.0 , (71.0), -   , -   , -   , -   , (12.0), (3.0), 46.0 , 7.0 , -   ,,
 34.0 , 102.0 , (1.0), -   , -   , -   , -   , 15.0 , -   , (24.0), 14.0 , -   ,,
 35.0 , 16.0 , (38.0), -   , -   , -   , -   , -   , -   , 3.0 , 31.0 , -   ,,
 35.0 , 5.0 , (10.0), -   , -   , -   , -   , -   , -   , (176.0), (24.0), -   ,,
 35.0 , 160.0 , 11.0 , 1.0 , -   , 2.0 , -   , 34.0 , -   , 79.0 , 3.0 , -   ,,
 14.0 , -   , (23.0), -   , -   , -   , -   , (35.0), -   , -   , 1.0 , -   ,,
 35.0 , 81.0 , (15.0), -   , -   , -   , -   , 12.0 , -   , (53.0), 31.0 , -   ,,
 27.0 , 76.0 , 10.0 , 1.0 , 1.0 , 2.0 , 2.0 , 5.0 , -   , 16.0 , (25.0), 1.0 ,,
 34.0 , 28.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 32.0 , -   , -   , (1.0), -   ,,
 35.0 , 150.0 , 5.0 , 2.0 , 1.0 , 2.5 , (0.5), (11.0), -   , 93.0 , 2.0 , -   ,,
 35.0 , 33.0 , -   , -   , -   , -   , -   , 2.0 , -   , -   , 31.0 , -   ,,
 52.0 , 165.0 , 36.0 , -   , -   , -   , -   , 12.0 , 1.0 , 88.0 , (14.0), -   ,,
 35.0 , 135.0 , 6.0 , -   , -   , -   , -   , 10.0 , (4.0), 948.0 , -   , -   ,,
 35.0 , -   , -   , -   , -   , -   , -   , -   , -   , (5.0), 31.0 , -   ,,
 35.0 , 154.0 , 4.0 , -   , -   , -   , -   , 2.0 , -   , 101.0 , -   , -   ,,
 35.0 , 101.0 , 1.0 , -   , -   , -   , -   , 13.0 , -   , 5.0 , (1.0), -   ,,
 35.0 , 166.0 , (3.0), -   , -   , -   , -   , (12.0), (1.0)," (1,601.0)", (3.0), -   ,,
 35.0 , 87.0 , -   , -   , -   , -   , -   , 23.0 , -   , (31.0), 13.0 , -   ,,
 35.0 , 86.0 , (1.0), -   , -   , -   , -   , (4.0), -   , (7.0), -   , -   ,,
 35.0 , 84.0 , 40.0 , -   , -   , -   , -   , 13.0 , -   , (68.0), 16.0 , -   ,,
 34.0 , 66.0 , (40.0), -   , -   , -   , -   , (4.0), -   , -   , (6.0), -   ,,
 34.0 , 80.0 , 35.0 , -   , -   , -   , -   , 2.0 , -   , 2.0 , 31.0 , -   ,,
 34.0 , 115.0 , (8.0), -   , -   , -   , -   , 1.0 , -   , (177.0), -   , -   ,,
 35.0 , 36.0 , -   , -   , -   , -   , -   , (17.0), -   , -   , (36.0), -   ,,
 35.0 , 67.0 , 1.0 , -   , -   , -   , -   , (2.0), -   , (11.0), 2.0 , -   ,,
 32.0 , 173.0 , 9.0 , 1.0 , 1.0 , 3.0 , 3.0 , (10.0), (1.0), 372.0 , 2.0 , -   ,,
 34.0 , 57.0 , (11.0), -   , -   , -   , -   , (5.0), -   , -   , 5.0 , -   ,,
 35.0 , 82.0 , 36.0 , -   , -   , -   , -   , 12.0 , -   , 95.0 , 31.0 , -   ,,
 34.0 , 105.0 , (62.0), -   , -   , -   , -   , -   , (1.0), 8.0 , (11.0), -   ,,
 33.0 , 81.0 , 34.0 , -   , -   , -   , -   , 20.0 , -   , (51.0), 31.0 , -   ,,
 33.0 , 93.0 , (11.0), -   , -   , -   , -   , 6.0 , -   , (68.0), (2.0), -   ,,
 34.0 , 91.0 , (34.0), -   , -   , -   , -   , (7.0), 1.0 , 40.0 , 3.0 , -   ,,
 34.0 , 149.0 , 15.0 , -   , -   , -   , -   , 2.0 , 1.0 , 93.0 , -   , -   ,,
 34.0 , 91.0 , -   , -   , -   , -   , -   , 6.0 , -   , (542.0), 31.0 , -   ,,
 14.0 , 178.0 , 7.0 , -   , (1.0), -   , (3.0), 40.0 , (1.0), (49.0), -   , -   ,,
 16.0 , 7.0 , (3.0), -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 34.0 , 60.0 , (9.0), -   , -   , -   , -   , (2.0), -   , -   , (3.0), -   ,,
 35.0 , 66.0 , (2.0), -   , -   , -   , -   , -   , -   , 106.0 , 31.0 , -   ,,
 35.0 , 88.0 , 38.0 , -   , -   , -   , -   , 21.0 , 3.0 , -   , (5.0), -   ,,
 34.0 , 20.0 , (25.0), -   , -   , -   , -   , (2.0), -   , -   , (103.0), -   ,,
 31.0 , 139.0 , (27.0), -   , -   , -   , -   , 6.0 , (4.0)," 1,725.0 ", (3.0), -   ,,
 34.0 , 273.0 , 73.0 , 2.0 , (1.0), 3.0 , 0.3 , 9.0 , 4.0 ," 2,744.0 ", -   , -   ,,
 34.0 , 81.0 , 24.0 , -   , -   , -   , -   , 4.0 , -   , 30.0 , 31.0 , -   ,,
 34.0 , 125.0 , 80.0 , -   , -   , -   , -   , 21.0 , -   , (107.0), (2.0), -   ,,
 34.0 , 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 34.0 , 227.0 , 7.0 , 5.0 , 5.0 , 2.8 , 2.8 , 11.0 , (4.0)," (27,768.0)", -   , -   ,,
 34.0 , 95.0 , -   , -   , -   , -   , -   , -   , -   , (213.0), 31.0 , -   ,,
 34.0 , 30.0 , (10.0), -   , -   , -   , -   , -   , -   ," (1,174.0)", 31.0 , -   ,,
 32.0 , 160.0 , -   , -   , -   , -   , -   , 26.0 , -   , 74.0 , 4.0 , -   ,,
 34.0 , 151.0 , (12.0), 2.0 , (1.0), 3.0 , -   , 50.0 , -   , 287.0 , -   , -   ,,
 32.0 , 69.0 , 49.0 , -   , -   , -   , -   , 18.0 , -   , (10.0), 2.0 , -   ,,
 34.0 , 162.0 , 21.0 , 2.0 , (2.0), 3.0 , -   , 27.0 , 2.0 ," (1,536.0)", 5.0 , -   ,,
 9.0 , 183.0 , (7.0), 9.0 , 1.0 , 2.9 , (0.1), (87.0), (3.0), 16.0 , -   , -   ,,
 28.0 , 31.0 , (37.0), -   , -   , -   , -   , (1.0), -   , (28.0), 17.0 , -   ,,
 33.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 33.0 , 59.0 , 24.0 , 1.0 , 1.0 , 3.0 , 3.0 , 15.0 , -   , (1.0), 24.0 , -   ,,
 34.0 , 206.0 , 15.0 , 1.0 , (4.0), 3.0 , -   , 10.0 , 1.0 ," (1,118.0)", -   , -   ,,
 34.0 , 149.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 12.0 , 2.0 , 57.0 , (1.0), -   ,,
 33.0 , 141.0 , 10.0 , -   , -   , -   , -   , (2.0), -   , 2.0 , (5.0), -   ,,
 34.0 , 56.0 , (38.0), -   , -   , -   , -   , (8.0), -   , (412.0), (53.0), -   ,,
 34.0 , 136.0 , (1.0), -   , -   , -   , -   , 5.0 , 1.0 , (154.0), -   , -   ,,
 33.0 , 138.0 , 3.0 , 3.0 , 3.0 , 3.0 , 3.0 , 40.0 , (7.0), (8.0), (1.0), -   ,,
 34.0 , 145.0 , (5.0), -   , (2.0), -   , (3.0), (9.0), -   , 195.0 , 5.0 , -   ,,
 34.0 , 125.0 , (36.0), -   , -   , -   , -   , 2.0 , (1.0), (266.0), -   , -   ,,
 34.0 , 20.0 , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 32.0 , 135.0 , 15.0 , 1.0 , 1.0 , 3.0 , 3.0 , 2.0 , -   , (114.0), (1.0), -   ,,
 34.0 , 134.0 , (37.0), -   , -   , -   , -   , 3.0 , (1.0), 254.0 , -   , -   ,,
 34.0 , 118.0 , (38.0), 1.0 , (1.0), 3.0 , -   , 3.0 , (1.0), (27.0), 2.0 , -   ,,
 46.0 , 87.0 , (2.0), -   , -   , -   , -   , 13.0 , -   , -   , -   , -   ,,
 34.0 , 137.0 , (14.0), 1.0 , 1.0 , 3.0 , 3.0 , (14.0), 1.0 , 75.0 , (1.0), -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 34.0 , 97.0 , (55.0), -   , -   , -   , -   , (2.0), (1.0), 280.0 , (38.0), -   ,,
 34.0 , 192.0 , 1.0 , -   , -   , -   , -   , 2.0 , 1.0 , 717.0 , 7.0 , -   ,,
 34.0 , 94.0 , (25.0), -   , -   , -   , -   , -   , -   , 7.0 , 30.0 , -   ,,
 32.0 , 17.0 , -   , -   , -   , -   , -   , 3.0 , -   , -   , 13.0 , 1.0 ,,
 34.0 , 125.0 , (77.0), 3.0 , (1.0), 3.0 , -   , (63.0), (6.0), (168.0), -   , -   ,,
